ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
organic tomato (99%). acidity regulator (citric acid).,['organic tomato'],[],"The product contains only one ingredient, organic tomatoes which are generally safe for consumption. The acidity regulator citric acid is also considered to be harmless in small amounts.",Unknown,Unknown,Unknown
"Pimiento, agua, sal, especias, acidulante (E330), antioxidante (E300), conservadores (E202, E211).","['Pimiento', 'agua']",[],"Overall the ingredients seem to be safe. However, it is important for people with certain medical conditions such as kidney disease or those taking medication that can interact negatively with preservatives (E202 and E211) should exercise caution while consuming this product.",Unknown,Unknown,Unknown
"mechanically separated chicken, pork, water, dextrose, corn syrup, salt, flavorings, sodium phosphate, beef, paprika and paprika oleoresin, sodium erythorbate, sodium nitrite.","['mechanically separated chicken', 'pork']",[],"Overall the ingredients seem safe for consumption but some of them may have potential health concerns. Mechanically Separated Chicken and Pork can be a source of harmful bacteria if not prepared properly, so it's important to cook thoroughly before consuming. Dextrose is added sugar which should be consumed in moderation as excessive intake could lead to weight gain or other health problems like diabetes. Corn Syrup also adds extra calories without providing any nutritional benefits and can contribute to obesity if eaten excessively.",Unknown,Unknown,Unknown
"Milkfat and nonfat milk, strawberry sauce (corn syrup, water, sugar, modified corn starch, citric acid, natural and artificial flavor, artificial color (red #40)), high fructose corn syrup, corn syrup, buttermilk, sugar, whey, mono - and diglycerides, guar gum, xanthan gum, polysorbate 80, artificial flavor, locust bean gum, carrageenan.","['Milkfat', 'non-fat milk']",[],"Overall the ingredients seem to be safe for consumption, however some may have potential health concerns. High fructose corn syrup and artificial flavors are added sugars that can contribute to weight gain and other chronic diseases if consumed in excess.",Unknown,Unknown,Unknown
"Potato flour, potato starch, sunflower and/or canola oil, seasoning (lactose, vinegar powder, sea salt, barley flour, citric acid, cider vinegar powder, natural flavor), rice flour, salt.","['potato starch', 'rice flour']",[],Overall the product seems to be safe for consumption as all of its ingredients are commonly used in food production and have been deemed generally harmless.,Unknown,Unknown,Unknown
"Salt, sugar, spices, paprika, dehydrated onion, natural flavors, turmeric, modified food starch, dehydrated garlic, extractives of paprika, and less than 2% silicon dioxide added as a processing aid.","['Salt', 'sugar', 'spices']",[],"Overall, these ingredients appear to be safe for consumption in small amounts as part of a balanced diet. However, it's important to note that excessive intake of salt and sugar can lead to high blood pressure or diabetes.",Unknown,Unknown,Unknown
"Pasteurized 100% pure carbonated apple juice from u.s. grown fresh organic apples. filtered water (sufficient to reconstitute juice concentrate), pure concentrated organic grape juice. natural sediment may occur, no sweeteners, preservatives.","['Pasteurized 100% pure carbonated apple juice from u.S grown fresh organic apples', 'filtered water (sufficient to reconstitute juice concentrate)', 'pure concentrated organic grape juice']",[],"Overall, the ingredients in this product appear safe for consumption as they are natural and do not contain any harmful preservatives or sweeteners. However, it is important to note that excessive intake of carbonated beverages can lead to bloating, gas, and other digestive issues.",Unknown,Unknown,Unknown
"Wheat flour, barley flour, oil, fructose, egg powder, milk powder, rice flour, soya flour, corn flour, rye flour, barn, invert syrup, the black seed, sesame, mulberry nectar, water, baking powder, Lecithin (E322), Ammonium bicarbonate (E503)","['Wheat flour', 'Barley flour', 'Oil', 'Fructose', 'Milk powder', 'Rice flour', 'Soya flour']",[],"Overall, the ingredients seem to be safe for consumption. However, it's important to note that some people may have allergies or intolerances to wheat and soy.",Unknown,Unknown,Unknown
"Gomme acacia, H.E. et poudre d’anis (4.3%), inuline d’agave, acide ascorbique, agent de charge : carbonate de magnésium, beurre de cacao (0,3%)","['Gomme acacia', ""inulin d'agave""]",[],Overall the ingredients seem safe for consumption. However it is important to note that high amounts of cocoa butter can cause allergic reactions in some people.,Unknown,Unknown,Unknown
"Fromage frais au _lait_ écrémé* (lait* écrémé pasteurisé, ferments lactiques), sucre*, purée de myrtilles* 6%.  *Issu de l'agriculture biologique","['Fromage frais au _lait_ écrémé pasteurisé', 'purées']",[],"Overall, the ingredients seem safe for consumption. The use of lait* ecremé pastureised and purée de myrtilles 6% is acceptable.",Unknown,Unknown,Unknown
"Water, citric acid, sodium citrate, natural flavor, salt, monopotassium phosphate, modified food starch, sucralose, acesulfame potassium, glycerol ester of rosin, red 40, blue 1,","['Water', 'Sodium Citrate']",[],Overall the ingredients seem to be safe for consumption. However it's important to note that excessive intake of Sucralose and Acesulfame Potassium may have negative health effects.,Unknown,Unknown,Unknown
"filets de poulet traitée en salaison 52% (viande de filet de poulet 40% ( France), eau, fibres de BLE, arômes naturels, protéines de BLE, antioxydant E331, sal), Jambon de dinde cuit standard 13% (viande de dinde 3% (France), eau, gluten de BLE, sel, arômes naturels, arome, fibres de BLE, antioxydant E300, dextrose) - chapelure (farine de BLE, sel, levure, épices), FROMAGE fondu (10%) (FROMAGES, eau, amidons modifiés, LACTOSERUM, LAIT écrémé en poudre, sels de fonte E331),  eau, farine de BLE, Huile de tournesol","['viande', 'eau']",[],"The ingredients appear to be safe for consumption. However, it is important to note that the product may contain high levels of sodium due to added salt and other seasonings.",Unknown,Unknown,Unknown
"_Lait de brebis_ et de chèvre pasteurisé, sel, ferments lactiques, présure microbienne,","[""pasteurized sheep's milk"", 'goat cheese']",[],"The product contains pasteurized sheep and goats cheeses, which are safe to consume. The addition of salt is also generally considered harmless in small amounts. However, it's important for individuals with a dairy allergy or intolerance to avoid this ingredient.",Unknown,Unknown,Unknown
"Vesi, KAURA 11%, sokeri 2,3%, rapsiöljy, kivennäisaine (kalsiumkarbonaatti, kalsiumfosfaatteja, kaliumjodidi), Luontainen aromi, suola, vitamiinit (D2, riboflaviini, B12).","['Vesi', 'KAURA ', 'sokeri ', 'rapsiöljy']",[],"Overall, the ingredients appear to be safe. However, it's important for individuals with certain health conditions or allergies (such as calcium carbonate allergy) should exercise caution when consuming this product.",Unknown,Unknown,Unknown
"Sucre, sirop de glucose, graisse de palme, acidifiant acide citrique, dextrine, maltodextrine, amidon modifié, arômes, colorants E163, E162, E171, E100, E132, E160a, E133, correcteur d'acidité citrate trisodique, concentrés (de patate douce, de radis), agent d'enrobage cire de carnauba.","['Sucre', 'sirop de glucose']",[],"Overall, the ingredients in this product appear to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and type 2 diabetes.",Unknown,Unknown,Unknown
"Varkensvlees 98%, zout, voedingszuur: E325, specerijen.","['Varkensvlees', 'zout']",[],"Overall the product seems safe to consume as it contains only two simple and commonly used food additives. However, more information is needed about specific health concerns or allergies of consumer.",Unknown,Unknown,Unknown
"Olej rzepakowy, aquafaba 10,9% (woda, ciecierzyca), woda, musztarda (woda, ocet spirytusowy, gorczyca, cukier, sól, przyprawy, barwnik: kurkumina) cukier, ocet spirytusowy, sól, stabilizator: guma ksantanowa.","['olej rzepakowy', 'aquafaba 10% (woda, ciecierzyca)', 'musztarda (woda, ocet spirytusowy, gorczyca, cukier, sól, przyprawy, barwnik: kurkumina)']",[],"Overall the ingredients seem safe to consume. However it's important for individuals with allergies or intolerances of any ingredient listed in 'safe_ingredients', should exercise caution while consuming this product.",Unknown,Unknown,Unknown
"Jambon de porc* 86% (France), couenne de porc* 3% (France), saumure (eau, conservateur : nitrite de sodium, sel de Guérande, lactose*, sucre*, poivre*, oignons*, clous de girofle*)- *issu de l'agriculture biologique.","['Jambon de porc', 'couenne de porc']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that nitrite preservatives can potentially cause adverse reactions in some individuals and should therefore be consumed with caution.",Unknown,Unknown,Unknown
"MILK, apples (20%), WHEAT flour, pasteurized liquid EGGS, sugar, modified starch, dried EGGS, salt, rapeseed oil, raising agents: sodium carbonates, diphosphates; preservative: potassium sorbate, cinnamon (0,02%), antioxidant: ascorbic acid, acidity regulator: citric acid, flavouring","['MILK', 'apples']",[],"Overall the ingredients seem to be safe for consumption. However it's important to note that some people may have allergies or intolerances towards certain ingredients like milk, eggs and wheat flour.",Unknown,Unknown,Unknown
"Rindfleisch (80 %), Trinkwasser, Rapsöl (11%), jodiertes Nitritpökelsalz (Kochsalz, Kaliumjodat, Konservierungsstoff: Natriumnitrit), Rapsöl (ganz gehärtet) (1%), Dextrose, Stabilisator: Natriumcitrate, Săuerungsmittel: Citronensäure, natürliches Aroma, Gewürze (Chilis und Jalapeno), Antioxidationsmittel: Ascorbinsäure, Natriumascorbat, Zucker, Buchenholzrauch, Schafsaitling.","['Trinkwasser', 'Rapsöl (ganz gehärtet)', 'Dextrose']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that high levels of sodium can lead to hypertension and other health issues if consumed in excess.",Unknown,Unknown,Unknown
"FARINE de SCLi,A. et set, (E471-E481-E472E). poudre lever FOUDRE DE ec:ïémè. LACTOSERIJM erl poudre (LAIT) arômes. Peut contenir des OE\JFS des FRU\ COQUE Produit décongelé/ ne pas recongelé","['FARINE de SCLi', '(LACTOSERIUM)', 'poudre lever FOUDRE DE ec:ïémè']",[],"The product contains several safe and commonly used food additives such as flour, yeast extract (E471- E481), flavor enhancers like Lactoserium arômes, emulsifiers like sodium stearoyl lactate (Sodium 2-(Stearyloxy) Benzoates; SODIUM STEARYLOXY BENZOATE). However, the product may contain traces of sulfites which can be harmful to some people. It is important for individuals with a sensitivity or allergy to these ingredients to avoid consuming this food.",Unknown,Unknown,Unknown
"Fish stock (salmon, water, carrots, celery, onions, rosemary, thyme), smoked salmon (salmon, sugar, salt, natural alderwood smoke), potatoes, flour, (unbleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), canola oil, onion, carrots, celery, corn, clam base (cooked clams with clam juice and clam extract, salt, butter oil, hydrolyzed corn protein, maltodextrin, autolyzed yeast extract, sugar, onion powder, dehydrated potato flakes, natural flavor [torula yeast, gum arabic, citric acid]), seasoning salt (salt, sugar, spices [including paprika and turmeric], onion, cornstarch, garlic tricalcium phosphate, natural flavor, soy lecithin, extractive of paprika [color]), parsley, thyme, sea salt, garlic powder, paprika, cayenne pepper, dill.","['fish stock', 'potatoes']",[],"Overall the ingredients seem safe to consume as they are commonly used in food preparation and do not contain any known harmful substances. However, it's important to note that consuming large amounts of salt or spices may cause adverse health effects.",Unknown,Unknown,Unknown
"Wheat flour, milk, egg, sugar, butter, starch, hazelnut, pistachio, chocolate, walnut, lemon, baklava syrup. Allergen Warning: Contains gluten, lactose, egg, hazelnut, pistachio, chocolate, walnut.",[],"['gluten', 'lactose']","This product contains ingredients that may cause allergic reactions in sensitive individuals due to their presence of gluten, lactose and nuts. It is important for people with these food sensitivities or intolerances to avoid consuming this product.",Unknown,Unknown,Unknown
Huile de coco purifiée,[],['Huile de coco'],The ingredient 'huile de coco' is potentially harmful as it may contain high levels of saturated fats which can increase the risk for heart disease. It should be consumed in moderation.,Unknown,Unknown,Unknown
"erc OOhes it Alnenmikch Sshokoladenstücachen (10 %) und einer Füllung (14 9%) mit Schokolade (2,5 9%).: Weizenmehl, Zucker, Gialiose-fraktose - Sirug, Raassl Eier, Stabilsatar 1Syoein, kalaomasse Vollimilchpulver, Kakaobutter, Magermilchpulver, Weizenstärke, Backtriebmittel (Diphosphate Kaiumarbonate ttames Kaacpubve, Sumolkeputver (aus ilch Speisesaz, Emulgatoren (Sojaleithine, E472b, E975), Aromen (enthalt ilch), Gluikosesinup, Verdickngsmitel lanthaz. kann tüsse hooe o hule de caa, 0ek sablant (gycersl, pite de caao, lat entier en pouire, beure de cacao, lait korene en poutre, anmidon áe biể, peuces loe deohosphates, catbenates ie prtassihuni, catao maigre en poudre, lactosérum en poudre (de lait), sel, émulsifants (lédthines de soja E4726, E475, arimes (contiesst laiti sio de GactsE, epassisant lgenime xartane), Peut contenir fruits à coque. lachte cake met stukjes melkchocolade (10 %}(van Alpenmeik) en een vuling 14 %net hocelade ngedene 1arweiaener glucose ractosestroop., koolzaadole, eleren, stablisator (obcernl. caaom vele esat el, ducosestrsop verdidingsmiddel (xanthaangom), Kan noten bevatten. Soffice tortina con pezi di cioccolato al latte delle Alpi (tN%) e un tipieno( 14 Gioccelats 2558.gredienti: Farina di frumento, zucdhero, sciroppo di glucosio-fruttosio, olia di colza, uova, stabilzzante (glicerolel, pasta di cac, latta inte i pvere, re aanlate soematoin polerc, anaide atramente, ageat bevitanti Gitostat, carbonati di potassio), cacaomagron palere, sero di athe in patere se e neehe PAP21 - Banolta Carta, Nanoparpione PPS - Raccolta Pastica, CDBolo com pepltas de chocolate de leite (1oN)e com necheio (h49de chovolate 25%2 ogreentes Forinha de trigs, agiar arope de glucOSe fratose, dleo de colza, ov0, estabilzadot (glicerol), pasta de cacau, leite em pe gordo, manteiga de caau, lito em po magn ade tiss leuedanes tostas, atbont de potsol, caca nag en po, soro de leite en po, sa, emattionantes ledtinas saja 2n oaptietesSera de trioe. arsot jerabe de glucosa y fructos, acelte de nahina, huevo, etahliante (olcerol Aasta de cacas eche n paha, thantecade acaa, lece seede jae t gorasa, esysante igonakatanaj. Puede cantener futes de cscara. e",[],[],Error: Expecting value: line 1 column 1 (char 0),Unknown,Unknown,Unknown
"Datte, sirop de glucose","['Datte', 'sirup de glucose']",[],"The ingredients appear to be safe for consumption. Datte is a type of fermented soybean paste that may have some health benefits, such as improving digestion and reducing inflammation. Sirop de glucose is simply sugar syrup which can cause high blood sugar levels if consumed in excess.",Unknown,Unknown,Unknown
"Frische fettarme Milch, pasteurisiert, homogenisiert, 1,5% Fett, länger haltbar'.","['Frisch', 'Fette']",[],"Overall the ingredients seem safe to consume. Pasteurization and homogenisation can improve food safety, but it's important to note that milk is a dairy product which may cause allergic reactions in some people.",Unknown,Unknown,Unknown
"Vegetable oil, silicon dioxide (processing aid).",['Vegetable Oil'],[],"The ingredients appear to be safe for consumption. Vegetable oil is a commonly used cooking and baking ingredient that can provide healthy fats when consumed in moderation, while silicon dioxide (processing aid) does not pose any significant health risks.",Unknown,Unknown,Unknown
"*+dark chocolate (*+chocolate liquor,*+sugar, *+cocoa butter, and *+vanilla), *heavy cream, and *rice syrup.","['*', '+']",[],All the listed ingredients are generally safe for consumption in moderation.,Unknown,Unknown,Unknown
"Purée de tomates, Huile de tournesol, Tofu 5 % (eau, graines de _soja_), Baies de Goji 5%, Basilic, Poivrons, _Amandes_, Tomates séches, Huile olive vierge extra, jus de citron vert concentré, sel, ail, poudre de noix de coco","['Purée de tomatoes', ""Huile d'olive virginie extra""]",[],"The ingredients appear to be safe for consumption. However, it is important to note that the presence of nuts (amandes) may cause an allergic reaction in some individuals.",Unknown,Unknown,Unknown
"Flocons d'avoine, céréales extrudées (blé, riz et farine d'avoine, sucre, farine de maïs, amidon de maïs) sucre, huile végétale de palm, sirop de glucose, pétales de céréales fourrées au chocolat 5% (blé et fa ne de riz, son de blé, sucre, graisse vegetale (palme, kate cacao, masse de cacao, poudre de lait, poudre de lactosérum, émulsifiant: lécithine de soja, arôme copeaux de cacao 5% (sucre, huile hydrogénée (huile palm kernel) poudre de cacao, émulsifiant: lécithine de a arôme) flocons de blé, chocolat noir 2,2% (masse de cacao, sucre, dextrose, émulsifiant: lécithine de soja), cacao, colorant E150c, arome, extrait de plante d'origanum vulgare. Informations sur les allergies: ce produit contient des céréales contenant du gluten, du lait et des produits laitiers, du soja. Le produit peut également sésame.","[""Flocons d'avoine"", 'cèreaux extrudées (blé, riz et farine d’avoine)', 'huile végétale de palm']",[],"Overall health assessment: This product contains gluten and lactose which can cause allergic reactions in some people. It also may contain soy, therefore individuals with a known allergy to it should avoid consuming this product.",Unknown,Unknown,Unknown
"lait, eau, crème, sel de cuisine 1.4%, poivres 0.3% (vert, blanc, noir, baies roses), poivrons, extraits d'épices, blé,","['lactose', 'water']",[],Overall the ingredients seem safe for consumption. However lactose intolerance is a common condition that should be taken into account while consuming dairy products.,Unknown,Unknown,Unknown
"Farine de PETIT ÉPEAUTRE intégrale, levain de PETIT ÉPEAUTRE (farine de PETIT ÉPEAUTRE, eau), sel gris de Guérande, rhum.","['Farine de PETITÉPÈAUтре intégrale', 'levain de Pétit Épeautére (farine de PETIT ÉPEAUTRE, eau)', 'sel gris de Guérande']",['rhum'],"Overall the ingredients seem to be safe for consumption. However, it's important to note that rum can cause harm if consumed in excess.",Unknown,Unknown,Unknown
"Pomme de terre 99%, émulsifiant : mono - et diglycérides d'acides gras (origine végétale) ; curcuma, antioxydant : extraits de romarin. Peut contenir :LAIT.","['Pomme de terre 99%', ""émulsifiant: mono- et diglycéride d'acides gras (origine végétale)"", 'curcuma, antioxydant : extraits de romarin']",[],Overall this product appears to be safe for consumption. The ingredients listed are commonly used in food products and do not pose any significant health risks.,Unknown,Unknown,Unknown
"Potato starch, tapioca starch, whole eggs, palm oil, sugar, coconut, monocalcium phosphate, sodium bicarbonate (sbc), acidic acid, caramel color.","['Potato Starch', 'Tapioca starch']",[],"The product contains some safe starches, but it is unclear if the other ingredients are harmful without more context.",Unknown,Unknown,Unknown
"_Weizenmehl_, Zuckeer, Puderzucker, _Milchzucker_, _Weizenstärke_, Zitronenfruchtpulver, Stärke, modifizierte Stärke, Backpulver (Backtriebmittel Dinatriumdiphosphat und Natriumhydrogencarbonat), natürliches Zitronen Aroma, Emulgatoren (E475, E471, E433), Säuerungsmittel Citronensäure.","['Weizenmehl', 'Zuckeer', 'Puderzucker']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and tooth decay.",Unknown,Unknown,Unknown
Agglomerert instant kaffe.,[],['Do not consume'],This product is harmful and should be avoided.,Unknown,Unknown,Unknown
"Bittersweet chocolate [chocolate liquor (cocoa solids, cocoa butter), sugar], vegetable oil (palm kernel, palm), coca powder processed with alkali, soy lecithin (emulsifier), vanilla extract.","['chocolate liquor', 'sugar']",[],"The ingredients in Bittersweet chocolate appear to be safe for consumption. However, it's important to note that excessive intake of any food can lead to health issues.",Unknown,Unknown,Unknown
"cooked chickpeas (water, chickpeas), water, tahini (ground sesame), sos garlic, salt, citric acid, potassium sorbate to maintain freshness, natural flavors sabra dipping company, llc. white plains, ny 10604 www.sabra.com&1-888-95-sabra cal gnlila nca lo ualu lell on nosher pareve pareve ao ae","['cooked chickpeas', 'water']",[],"The product appears to be safe for consumption, as all the listed ingredients are commonly used and generally considered healthy. However, it's important to note that potassium sorbate is a preservative additive that may cause adverse reactions in some individuals.",Unknown,Unknown,Unknown
Agua mineral carbonatada,[],['carbonated water'],"Carbonized Water is not harmful to health. However, it should be consumed in moderation as excessive intake can lead to bloating and gas.",Unknown,Unknown,Unknown
Peso netto (prod Queso de leche pasteurizada de cabra / Queijo de leite de cabra pasteurizado1 Formaggio al latte di capra pastorizzato,"['Pessoa Netta', 'Queso De Leche Pasteurizado Da Cabra']",[],"Overall, the product appears to be safe for consumption as all listed ingredients are common dairy products. However, individuals with allergies or intolerances should exercise caution before consuming.",Unknown,Unknown,Unknown
"Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)), Water, Sugar, Blueberry Nuggets (7%) (Sugar, Blueberry Juice Concentrate, Lemon Juice Concentrate, Gelling Agent: Pectin, Oat Fibres, Natural Flavouring, Colour: Anthocyanin, Acidity Regulator: Potassium Citrate), Maize Starch, Apple Purée, Malted Barley Flour, Vegetable Fats (Rapeseed, Palm),. Salt, Natural Flavouring, Preservative: Calcium Propionate, Yeast. ALLERGY ADVICE For allergens including cereals containing gluten, see ingredients in bold. Suitable for vegetarians and vegans.","['Fortified Wheat Flour', 'Water', 'Sugar']",[],"Overall, the ingredients in this product seem to be safe for consumption. However, individuals with gluten sensitivity or celiac disease should exercise caution as wheat flour contains a protein called gliadin which can trigger an immune response when consumed by these individuals.",Unknown,Unknown,Unknown
"pea protein isolate, organic brown rice protein concentrate, natural chocolate flavor, cocoa, flax seed powder, stevia leaf extract, chai seed powder, sprouted black rice powder, sea salt, potassium chloride, fruit ,  veggie blend (grape seed ,  skin extract, blueberry fruit extract, prune fruit powder, cranberry fruit powder, raspberry fruit powder, cherry fruit powder, bilberry fruit extract, strawberry fruit powder, broccoli flower extract, spinach leaf powder, tomato fruit powder, carrot root powder, and onion bulb powder), monk fruit extract, alpha-galactosidase, and prodiest enzyme blend","['pea protein isolate', 'organic brown rice protein concentrate', 'flax seed powder']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that some individuals may have allergies or intolerances to certain ingredients such as pea protein isolate and monk fruit extract.",Unknown,Unknown,Unknown
"sunflower seeds, dates, pea protein isolate, coconut nectar, chocolate, cocoa butter, coconut sugar, hemp hearts, pumpkin seeds, chia seeds, ashwagandha, himalayan salt, vanilla extract, rosemary extract","['sunflower seeds', 'dates', 'pea protein isolate']",[],"Overall the ingredients seem to be safe for consumption. Sunflowers and dates are rich in nutrients, pea protein is a good source of plant-based proteins which can help improve digestion and muscle growth.",Unknown,Unknown,Unknown
"au, avocat (14%), oignon, poivron vert, tomates, mascarpone (crème (lait), lait, acidifiant: E330), Crème (lait) huile de colza, amidon modifié de mais, sucre, piment vert, poivron rouge, sel, piments Jalapeño, acidifiants: E270, E330; antioxydant: E300:Jus de citron concentre, épices, émulsifiant:  E472e stabilisants: E415, E412; Colorants: E1602, E141, feuille de coriandre persil, ail en poudre.","['au', 'avocat (14%)', 'oignon', 'poivron vert']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that some individuals may have allergies or intolerances to certain ingredients such as lactose (which can cause digestive issues) and citrus concentrate which could potentially trigger an adverse reaction in sensitive people.",Unknown,Unknown,Unknown
"Maïs doux en grains, eau, sel de mer","['Maїz', 'eau']",[],"The ingredients appear to be safe for consumption. However, it's important to note that the product may contain allergens.",Unknown,Unknown,Unknown
"Filtered water, high fructose corn syrup and 2% or less of each of the following: concentrated juices (pineapple, apple, orange, passionfruit), purees (mango, papaya, guava, apricot), citric acid, natural and artificial flavors, ascorbic acid (vitamin c), pectin, gum acacia, sodium hexametaphosphate, sucralose, ester gum, calcium disodium edta (to protect color), yellow 6.","['filtered water', 'mango puree', 'papaya puree']",[],"Overall, the ingredients in this product are generally safe to consume. However, it's important for individuals with a sensitivity or allergy to any of these specific flavors (natural and artificial) or additives (citric acid, ascorbic acid, pectin, gum acacia, sodium hexametaphosphate, sucralose, ester gum, yellow 6) should exercise caution when consuming this product.",Unknown,Unknown,Unknown
naravni med,['naravni med'],[],The ingredient 'Naravno Med' is safe for consumption. It has natural antibacterial properties and can help with digestion.,Unknown,Unknown,Unknown
"Lentilles précuites 30% (eau, lentilles), BOULCOUR précuit (eau, BOULGOUR), carottes 16%, poireaux 12%, oignons préfrits 10% (oignons, huile de tournesol), huile de colza, tomates séchées marinées 5% (tomates séchées, huile de tournesol, huile d'olive vierge extra, vinaigre de xéres, aromates (ail) origan), sei, acidifiant E330), sel, épaississant : E461. Traces possibles de céleri, lait, oeuf, poissons, soja. A consommer cuit à coeur, Les informations en majuscule sont destinées aux personnes intolérantes ou allergiques.","['Lentilles précuites 30% (eau, lentilles)', 'BOULCOUR précuit', 'carottes']",[],"Overall health assessment: The product contains several safe and healthy ingredients such as Lentille Précuites 30%, BOOLGOURO, Carrots. However, it is important to note that the ingredient list may contain traces of celery, lactose intolerance or allergies should be taken into account when consuming this product.",Unknown,Unknown,Unknown
"Alaska pollock (fish), water, burdock, modified food starch, sugar, salt, sorbitol, soy bean oil, sweet rice wine, dextrose, natural & artificial flavor (bonito), monosodium glutamate, sodium tripolyphosphate, tetrasodium pyrophosphate, sodium pyrophosphate, cooked in soy bean oil.","['Alaska pollock (fish)', 'water', 'burdock']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that monosodium glutamate and sodium tripolyphosphate are flavor enhancers which may cause allergic reactions in some people.",Unknown,Unknown,Unknown
