ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Eau, sucre, dioxyde de carbone, colorant (E150d), acidifiant (E338), arôme naturel, édulcorant (sucralose, acésulfame K), arôme caféine.","['eau', 'colorant (E150d)', 'arôme natural']",[],"Overall, the ingredients in this product seem to be safe for consumption. However, it is important to note that excessive intake of sucralose and acésulfame K may lead to negative health effects such as weight gain, metabolic disorders, and increased risk of cardiovascular disease.",Unknown,Unknown,Unknown
"Farine complète de riz*, vitamine B1 * bio","['Farine complète de riz', 'vitamina B1']",[],The ingredients appear to be safe for consumption. The vitamin B1 is a vital nutrient that helps the body convert food into energy and supports healthy brain function.,Unknown,Unknown,Unknown
"sugar, molasses,","['sugar', 'molasses']",[],"The ingredients appear to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and diabetes.",Unknown,Unknown,Unknown
"95% Erdbeerpüree aus KARLS Erdbeeren, Rohrzucker","['Erdbeere', 'Roharzucker']",[],"The ingredients appear to be safe for consumption. Erdbeerpüree aus KARLS is likely a puree made from edible raspberries, and Rohrzucker (sugar) is commonly used as a sweetener in food products.",Unknown,Unknown,Unknown
"Dattes*, noix de coco* (20%), cacao* cru issu du commerce équitable (6%).","['Dattes', 'noix de caco']",[],"Overall, the product appears to be safe for consumption. Dates and hazelnuts are both healthy sources of fiber, vitamins, minerals, antioxidants, and other nutrients that can contribute positively to overall health when consumed in moderation as part of a balanced diet.",Unknown,Unknown,Unknown
Hulled Sesame Seeds (100%),['Hulled Sesame Seeds'],[],"Sessamum indicum, commonly known as sesame seed or oilseed is safe to consume. It can be used in food products and has many health benefits such as reducing the risk of heart disease by lowering cholesterol levels.",Unknown,Unknown,Unknown
"maize, vegetable oil (rapeseed oil, sunflower oil), dried potato, maltodextrin, salt, flavourings (barley), sugar, acid: citric acid","['maize', 'vegetable oil (rapeseed oil)', 'dried potato']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that maltodextrin and sugar may contribute calories without providing essential nutrients.",Unknown,Unknown,Unknown
"Carne e subprodutos animais 72,8% (fígado, paté de fígado 1,4%), legumes, extractos de proteínas vegetais, leveduras, minerais, subprodutos vegetais. Aditivos: Com antioxidantes e conservantes, com corantes.","['Carne e sub produtos animais 72,8%', 'legumes']",[],"The product contains animal meat and plant-based ingredients. While there are no known harmful organic compounds in these ingredients, it's important to note that excessive consumption of red or processed meats has been linked with an increased risk for certain health conditions such as heart disease.",Unknown,Unknown,Unknown
"frEN Ingredients Dark chocolate 25% (sugar, cocoa mass, cocoa butter, emulsifier (lecithins), natural vanilla flavouring), milk proteins, palm oil, wheat flour, sugar, wheat gluten, wheat starch, bulking agent (polydextrose), powdered egg white, barley malt, raising agents (diphosphates and sodium carbonates and ammonium carbonates) (wheat),flavour, wheat germs. May contain traces of soy, nuts, sesame, peanuts. FR Ingrédients Chocolat noir 25% (sucre, pâte de cacao, beurre de cacao, émulsifiant (lécithines), arôme naturel de vanille), protéines de lait, huile de palme, farine de blé, sucre, gluten de blé, amidon de blé, agent de charge (polydextrose), blanc d'oeuf en poudre, sirop d'orge maltée, poudres à lever (diphosphates et carbonates de sodium et carbonates d'ammonium) (blé), arôme, germes de blé. Traces éventuelles de soja, fruits à coque, sésame, arachide.","['sugar', 'cocoa mass']",[],"Overall the product seems to be safe for consumption as all listed ingredients are commonly used in food products. However, it is important to note that traces of soy and nuts may cause allergic reactions in some individuals.",Unknown,Unknown,Unknown
"Kolsyrat vatten, syra (E330) taurin, surhetsreglerande medel (E331), naturlig arom, koffein (0,03%), glukoronolakton, sötningsmedel (aspartam, acesulfam K), konserveringsmedel (E202, E211), vitaminer (niacin, pantotensyra, vitamin B6, vitamin B12). inositol, färgämne (betakaroten).","['Kolsyrat vatten', 'taurin']",[],"Overall, the ingredients in this product seem to be safe for consumption. However, it's important to note that excessive intake of caffeine and added sugars should be limited.",Unknown,Unknown,Unknown
"_WEIZENMEHL_, Wasser, 13% Himbeer-Johannisbeerfüllung [Zucker, 25% Himbeeren, Glukose-Fruktosesirup, 10% rote Johannisbeeren, Wasser, Geliermittel E440, Säuerungsmittel E330, Aroma, Konservierungsmittel E202], Dekorschnee [Zucker, Maisstärke, Traubenzucker, pflanzliche Fette (Sal, Shea, Illipe), Emulgator E470b, natürliches Vanillearoma], Palmfett, Hefe, Margarine [Palmfett, Wasser, Salz, Emulgator E471, Säureregulator E330], Zucker, Voll_El_pulver, _LAKTOSE_, _WEIZENGLUTEN_, Aroma, Rapsöl, Emulgator E482, Sauerteigzubereitung [_SAUERMOLKE_, _ROGGENMEHL_, Säureregulator 260, 270, _ROGGENKLEIE_, _VOLLKORNROGGENMEHL_, Wasser, _GERSTENMALZMEHL_, Salz, Starterkulturen (getrocknet)], Backtriebmittel E500, E450","['Wasser', 'Himbeer-Johannisbeerfüllung']",[],"Overall, the product appears to be safe for consumption. However, individuals with celiac disease or gluten intolerance should avoid consuming this product due to the presence of wheat (Weizenmehl) and barley malt extract.",Unknown,Unknown,Unknown
"Maïs doux en grains sans OGM* 82 %, eau, poivrons rouges et verts 7,9 %, sel. *Organisme Génétiquement Modifié",['Maїs doux'],[],"The product appears to be safe for consumption. However, it is important to note that the ingredient list does not mention any potentially harmful preservatives or additives.",Unknown,Unknown,Unknown
Choux-fleur en fleurettes issus de l'agriculture biologique,['Choux-Fleur'],[],The ingredients appear to be safe for consumption as they are derived from organic agriculture.,Unknown,Unknown,Unknown
ขนมปัง 41.75% เนย 30.25% น้ำตาล 23.00% เม็ดมะม่วงหิมพานต์ 5.00%,"['ขनمปั๙', 'ที่']",[],"Overall, the ingredients appear to be safe. However, it is important for individuals with allergies or intolerances of certain foods (such as nuts) to exercise caution when consuming this product.",Unknown,Unknown,Unknown
"_LAIT_ écrémé, eau, protéines de _LAIT_, _LAIT_-écrémé concentré, fibres alimentaires (inuline), extrait de café décaféiné 0.6%, cacao maigre, jus de citron à base de concentré, arôme, édulcorants (aspartame, acésulfame-K). Peut contenir: AMANDES, NOISETTES, NOIX, ORGE, AVOINE, BLÉ. Contient une source de phénylalanine.","['LAIT écrémé', 'eau', 'protéines de LAIт']",[],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"Farine de BLÉ tendre, huile d'olive, huile de tournesol, sel marin, levure, 1.3% romarin (non-UE).","['Farine de BLÈ tender', ""huile d'olive""]",[],"Overall, these are safe to consume as they do not contain any harmful substances.",Unknown,Unknown,Unknown
"Harina de trigo, azúcar, aceite vegetal 15% (girasol alto oleico), suero de leche en polvo, oligofructosa, minerales (hierro elemental y carbonato cálcico), gasificantes (carbonato ácido de amonio y carbonato ácido de sodio), colorante (caramelo natural), sal, emulgente (lecitina de soja), aromas, antioxidante (metabisulfito sódico), vitaminas (vitamina A, tiamina, riboflavina, niacina, vitamina B6, vitamina D). Puede contener trazas de mostaza. Galleta Pr S V","['Harina de trigo', 'Azúcar', 'Aceite vegetal 15% (girasol alto oleico)', 'Suero de leche en polvo', 'Oligofructosa']",[],"<p>Overall, the ingredients in this product appear to be safe for consumption. However, it is important to note that some individuals may have allergies or sensitivities to certain components such as soy (from lecitina de soja) and trace amounts of mustard.</p>",Unknown,Unknown,Unknown
"Huevas de bacalao y afines (bacalao, platija y limanda japonesa) aprox. 55%, agua, aceite de girasol, puré de tomate, sal, estabilizadores E-407 y E-410, y especias.","['Huevas de bacalao', 'afines (bacalao)', 'platija y limanda japonesa)']",[],"Overall, this product appears to be safe for consumption. The main ingredient is fish eggs and their related species which are generally considered a good source of protein and nutrients. However, it's important to note that some people may have allergies or intolerances to certain types of seafood.",Unknown,Unknown,Unknown
"Süsskartoffel 48%, Rapsöl, Apfelessig, Wasser, Eier Freiland, Senf, Salz (ohne Fluor und lod)","['Sußkartoffel', 'Rapsöl']",[],"Overall the ingredients seem safe to consume. However, it is important to note that this analysis only considers potential health risks and does not take into account other factors such as allergies or intolerances.",Unknown,Unknown,Unknown
"Hähnchenweißwurst, hergestellt in Bayern, Fleisch aus der EU - Vorgebrüht : Hähnchenfleisch 72%, Trinkwasser, Hähnchenfett mit Haut, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Zwiebeln, Lauch, Petersilie, Dextrose, Gewüze, Gewürzextrakte, Stabilisator: Diphosphate; Schweinedarm. Kann Spuren von Senf und Sellerie enthalten.","['Hähnchenweißwurst', 'Fleisch aus der EU - Vorgebrüht : Hähnchenfleish 72%']",[],"Overall, the ingredients seem to be safe for consumption. However, it is important to note that there may contain traces of senf and sellerie.",Unknown,Unknown,Unknown
"amandelen, zonnebloemolie, zout","['amandelen', 'zoute']",[],"The ingredients appear to be safe for consumption. Amandeel is a good source of healthy fats and fiber, while zonnebloemolie contains vitamin E which can help protect cells from damage caused by free radicals. Zout (table salt) in moderation helps regulate blood pressure levels.",Unknown,Unknown,Unknown
FÂusucrexeEfiart n?ctlro jus de citron conccntrt à la bergamote ct ts (the ecorces de citron écorces (d'orange art5tresl 100g Poids net :,['FusucrexeEfiart n?ctlro jus de citron conccntrt à la bergamote ct ts'],[],"The ingredients appear to be safe for consumption. However, it's important to note that this analysis is based solely on the information provided and does not take into account other factors such as allergies or individual dietary restrictions.",Unknown,Unknown,Unknown
"Nems (91%) : farce (54,8%) (viande de porc (origine : France) (24%), vermicelles de pois réhydratés (20,8%), oignons, carottes (12,5%), protéines de soja, germes de haricot mungo, gras de porc (origine : France) (4%), champignons noirs réhydratés (4%), oignons déshydratés, arôme naturel (contient blé), sel, poivre blanc (contient sulfites)), galette de riz (45,2%) (eau, farine de riz (45%), huile végétale de tournesol, sel). (Pourcentages exprimés sur les nems). 1 sachet de sauce au nuoc-mâm (9%) : eau, sucre, sauce nuoc-mâm (14%) (poissons, sel, eau), vinaigre d'alcool, sel. (Pourcentage exprimé sur le sachet de sauce au nuoc-mâm). Contient : soja, gluten, sulfites et poisson. Traces éventuelles de crustacés et graines de sésame. Les allergènes à déclaration obligatoire sont soulignés dans la liste","['Nems (91%)', 'galette de riz (45,2%)', 'eau']",[],"Overall, the ingredients seem safe to consume. However, individuals with allergies or intolerances should be cautious of potential triggers such as soy and gluten.",Unknown,Unknown,Unknown
panna e oli vegetali,"['panna', 'oli']",[],"The ingredients appear to be safe for consumption. Panna is a type of cheese and oli refers to olive oil, both are commonly used in cooking.",Unknown,Unknown,Unknown
"Zarzamora, azúcares, pectina, 0,1 % de benzoato de sodio como conservador y ácido citrico.","['Zarzamora', 'pectina']",[],"<p>Overall, the product appears to be safe for consumption as it contains natural and commonly used food additives. However, consumers should exercise caution when consuming products with added sugars (azúcares) due to their potential link to obesity and other health problems.</p>",Unknown,Unknown,Unknown
"Sugar, Vegetable Fat, Cocoa Powder, Emulsifiers (Soy Lecithin, 476), Stabiliser (492), Natural Flavour, Wholegrain Brown Rice, Milk","['Cocoa powder', 'Emulsifier (soy lecithan)', 'Stabalizer']",[],"Overall, the ingredients seem to be safe for consumption. However it's important to note that excessive intake of sugar can lead to health issues such as obesity and type II diabetes.",Unknown,Unknown,Unknown
"Viande bovine 91% - eau - acidifiants : acétates de sodium, acide citrique - citrates de sodium - sel - arômes fibres végétales - antioxydants : acide ascorbique, ascorbate de sodium poivre.","['Viande bovine 91%', 'eau']",[],"Overall, this product appears to be safe for consumption. However, it is important to note that the presence of preservatives and artificial flavors may affect individual health preferences.",Unknown,Unknown,Unknown
"55% Vegetarische Bratwurst [35 % Sojaproteinzubereitung (Trinkwasser, 23 % Soja - proteinkonzentrat), Rapsol, Trinkwasser, Weizenejweiß, Hühnereiklar getrocknet, Speisesalz, Gewürze, Krauter, Milchzucker, Milcheiweiß), Curry-Sauce [Trinkwasser, Tomatenmark, Inhalt inkl. 1,5g Zucker, Branntweinessig, Apfelmark, modifizierte Stärke, Salz, Gewürze, Verdickungs Currypulver mittel: Guarkernmehl, Johannisbrotkernmehl), Currypulver (extra Tütchen). fouron Mon Sellerie und Senf enthalten. Salz 220ge (extra Tutchen): EXTRA CURRY UND HOLZ-PIEKSER UNTER DER LASCHE Spezial Curry 4000503 282107 34350 0 02","['Vegetarische Bratwurst', 'Curry-Sauce']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that some individuals may have allergies or intolerances to certain components of this food such as soy and wheat.",Unknown,Unknown,Unknown
Miel de tilleul de Picardie (France),[],[],"The ingredient 'Miel de Tilleuil' appears to be safe for consumption. However, it is important to note that this assessment should not replace professional medical advice.",Unknown,Unknown,Unknown
"corn starch, water, buckwheat flour, rice starch, margarine (vegetable oils non-hydrogenated, water, emulsifier : mono - and diglycerides of fatty acids, acidifier : citric acid, flavourings), yeast baking, rice syrup, milk protein, maize flour, sugar, dextrose, vegetable fibre, thickener : xanthan gum, emulsifier : hydroxypropyl methylcellulose, flax seeds, 1,1 per cent, sunflower seeds, 1,1 per cent, sesame seeds and 1,1%, salt,   emulsifier : mono - and diglycerides of fatty acids , flavouring, acidifier : tartaric acid","['corn starch', 'water', 'buckwheat flour', 'rice starch']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that some individuals may have allergies or intolerances to certain components such as soy (found in rice syrup and milk protein) or nuts (present in flax seeds). Additionally, high amounts of sugar can contribute to weight gain and other health issues if consumed excessively.",Unknown,Unknown,Unknown
"Tomato Puree (Water, Tomato Paste), Diced Tomatoes In Tomato Juice, Vegetable Oil (Cottonseed And/Or Canola And/Or Soybean), Contains Less Than 1% Of: Sugar, Salt, Dehydrated Garlic, Dehydrated Parsley, Spices (Basil, Spice), Citric Acid And Natural Flavor.","['Tomato Puree', 'Diced Tomatoes In Tomato Juice']",[],"Overall, these ingredients appear to be safe for consumption. However, it is important to note that some people may have allergies or intolerances to certain spices and flavorings.",Unknown,Unknown,Unknown
"Jarabe de glucosa-fructosa, azúcar, agua, harina de _trigo_ (_gluten_), almidón de maíz, dextrosa, acidulantes (ácido láctico, ácido cítrico, ácido málico), grasa de palma no hidrogenada y sostenible, gelatina, correctores de acidez (citrato trisódico, lactato sódico), aroma, sal, emulgente (monoglicéridos y diglicéridos de ácidos grasos), conservador (sorbato potásico), colorante (carmín), agentes de recubrimiento (cera de abeja, cera carnauba, goma laca).","['Jarabe de glucosa-fructosa', 'azúcar']",[],"Overall the product appears to be safe for consumption. However, individuals with celiac disease or a sensitivity to wheat should avoid products that contain harina de trigo (wheat flour). Additionally, it is important to note that excessive intake of added sugars can lead to health issues such as obesity and type 2 diabetes.",Unknown,Unknown,Unknown
"enriched parboiled long grain rice (rice, iron phosphate, niacin, thiamin mononitrate, folic acid), wild rice, whey (from milk), hydrolyzed soy protein, salt, onion*, spinach*, garlic, celery*, tomato*, carrots, yeast extract, spices, soybean oil, natural flavor *dried contains: milk, soy contains bioengineered food ingredients.","['enriched parboiled long grain rice', 'wild rice']",[],"Overall, this product appears to be safe for consumption. The ingredients are commonly used in food and do not have any known harmful effects when consumed moderately.",Unknown,Unknown,Unknown
"Champignon de Paris 27%, pleurote 20%, CRÈME fraîche 14%, LAIT demi-écrémé, oignon, cèpe 4%, trompette de la mort 4%, girolle 3%, persil 1%, amidon transformé, sel, arôme naturel, purée d'ail, épaississant: gomme xanthane, poivre.","['Champignon de Paris', 'pleurote']",[],Overall the ingredients seem to be safe for consumption.,Unknown,Unknown,Unknown
"sugar, corn starch, thickeners (1442, 425) coconut oil, natural colours (carotene, beetroot red)","['sugar', 'cornstarch']",[],"Overall the ingredients seem safe to consume. However it's worth noting that thickeners (1442, 425) may cause digestive issues in some individuals and natural colors might contain allergens.",Unknown,Unknown,Unknown
"Pasteurized milk with 2.2% fat (87.8%), cane sugar (5.9%), chocolate chips (cocoa mass, cocoa butter, sugar) (1.5%), modified starch, vanilla extract, natural flavor, concentrated lemon juice, lactic ferments (MILK)","['Pasteurized milk with 2.2% fat', 'cane sugar']",[],"Overall, this product appears to be safe for consumption.",Unknown,Unknown,Unknown
"Arroz, azúcar, chips sabor chocolate 10% [azúcar, grasa vegetal, cocoa en polvo, leche descremada, emulsificantes (monoestearato de sorbitán, lecitina de soya), saborizante natural], cocoa, carbonato de calcio (calcio), sal, maltodextrina, aceite vegetal, colorante caramelo clase I, malta, ascorbato de sodio (vitamina C), saborizante artificial, alfa-tocoferol acetato (vitamina E), saborizante natural, colorantes artificiales (amarillo No 6, rojo No 40), hierro elemental (hierro), óxido de zinc (zinc), palmitato (vitamina A), cianocobalamina (vitamina B12), colecalciferol (vitamina D3), ácido fólico.","['Arroz', 'cocoa', 'maltodextrina']",[],"Overall, these ingredients seem to be safe for consumption. However, it's important to note that excessive intake of sugars and fats can lead to health issues such as obesity and type 2 diabetes.",Unknown,Unknown,Unknown
semoule complète de blé dur biologique. Peut contenir des traces d'œuf et de soja.,"['semolina', 'durum wheat flour']",[],"This product appears to be safe for most people, but may contain traces of eggs and soy which could potentially cause an allergic reaction in some individuals. It is also important to note that this ingredient contains gluten.",Unknown,Unknown,Unknown
"eau gazéifiée, jus d'orange et autres agrumes à base de concentrés 12% (orange 10%, citron, mandarine, pamplemousse), pulpe d'orange 2%, arômes naturels d'orange avec autres arômes naturels, colorants : anthocyanes et carmins, conservateur : sorbate de potassium, édulcorants : acésulfame K et sucralose, extrait de zeste d'orange.","['eau gazéifiée', ""jus d'orange et autres agrumes à base de concentrés 12% (citron, mandarine)"", ""pulpe d'orange""]",[],"Overall the ingredients seem to be safe for consumption. However it is important to note that excessive intake of edulcorants such as acésulfame K and sucralose may lead to health issues like weight gain, metabolic disorders etc.",Unknown,Unknown,Unknown
"Pasta de cacao*, grasa de coco*, azúcar de caña*, manteca de cacao*, cacao en polvo*, emulgente: lecitinas (_soja_*). *ecológico. Puede contener trazas de frutos de cáscara, leche, semillas de sésamo, cereales que contienen gluten y huevos.","['Pasta', 'de', 'cacao*']",[],"Overall, the product appears to be safe for consumption as it does not contain any known harmful allergens or additives. However, individuals with a sensitivity to cocoa may experience adverse reactions.",Unknown,Unknown,Unknown
"Enriched unbleached wheat flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, salt, wheat gluten, fumaric acid, hydrogenated vegetable oil, datem, acetic acid, canola oil, lactic acid, ascorbic acid, l-cysteine.","['Enriched unbleached wheat flour', 'water']",[],"Overall the product seems safe to consume, however it is important for individuals with gluten sensitivity or celiac disease to avoid consuming this as wheat contains glutens which can cause adverse reactions in these conditions.",Unknown,Unknown,Unknown
"Calciumcarbonat; Füllstoffe Hydroxypropylmethylcellulose, Cellulose; Vitamin C; Magnesiumoxid; Maltodextrin; Eisenfumarat; Trennmittel Speisefettsäuren, Siliciumdioxid, Magnesiumsalze der Speisefettsäuren; Vitamin E; Nicotinamid; Farbstoffe Calciumcarbonat, Eisenoxide und Eisenhydroxide; Zinkoxid; Überzugsmittel Isomalt; Calcium-D-Pantothenat; Mangansulfat; Acerola - Fruchtsaftpulver (0,5 %); Kupfersulfat; Vitamin B6; Riboflavin; Thiamin; Vitamin A; luteinhaltiger Ringelblumenextrakt; Folsäure; Kaliumiodid; Natriumselenat; Natriummolybdat; Vitamin K₁; Biotin; Chromchlorid; Vitamin D3; Vitamin B12","['Calciumcarbonat', 'Hydroxypropylmethylcellulose', 'Cellulose', 'Vitamin C', 'Magnesiumoxid']",[],"The ingredients appear to be generally safe for consumption. However, it's important to note that excessive intake of certain vitamins and minerals can lead to adverse health effects.",Unknown,Unknown,Unknown
"Vesi, sokeri, hiilidioksidi, happamuudensäätöaine (E330), luontaiset aromit, mustaporkkanatiiviste, säilöntäaine (E202)","['Vesi', 'Sokeri']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that some people may have allergies or intolerances to certain food additives such as E330 and E202.",Unknown,Unknown,Unknown
"sirop de glucose-fructose, jus de fruits à base de concentrés 13.5% (citron 9%, fruits rouges 4.5% (sureau, framboise, cassis, raisin)), eau, acidifiant (E330), arômes","['sirop de glucose-fructose', 'jus de fruits à base de concentrés 13.5%']",[],"Overall, these seem to be safe and healthy ingredients for a food product.",Unknown,Unknown,Unknown
"Ingrediënten:xode kidneybonen 25% (rode kidneybonen, paprika 15%; sperziebonen rode maïskolfjes 596. Geproduceerdin Nederland.","['xode', 'kidneybeans']",[],"Overall, this product appears to be safe for consumption as it contains only two ingredients that are commonly used in food production. Kidney beans and xode (a type of roasted peanut) both have a low risk profile when consumed in moderation.",Unknown,Unknown,Unknown
"Courgettes 34%, poivron rouge 33%, carottes jaunes 33%. Peut contenir des traces de céleri.","['courgettes', 'poivrons rouges', 'carrots']",[],"Overall, these are safe and healthy vegetables. However, there may be traces of celery in the product.",Unknown,Unknown,Unknown
Pistaches grillées salées Bio,"['Pistache', 'Grillee Salée']",[],"Overall, the ingredients appear to be safe for consumption. Grilled pistaches are a good source of fiber and antioxidants while grillé salées provide some protein and healthy fats.",Unknown,Unknown,Unknown
"Dinde origine France : 55%, panure : 21.6% (eau, Farine de blé, levure, sel, carraghénanes), comté fondu : 11.9% (comté 5,9%, eau, beurre, amidons modifiés, citrates de sodium, carraghénanes), bacon de dinde : 11,5% (filet de dinde origine France : 10,7%, sel, dextrose, sirop de glucose, arôme de fumée, ascorbate de sodium, nitrite de sodium et nitrate de potassium, ferments, fumée naturelle).",[],[],Error: Expecting value: line 1 column 1 (char 0),Unknown,Unknown,Unknown
"Céleri-rave 95%,  crème fraiche (lait) 3%, sel.","['Celeriac', 'Crème Fraîche']",[],"The product contains two safe and healthy ingredients: Céleri-rave 95% which is a low calorie, high fiber vegetable that can aid digestion and lower blood sugar levels. Crème Fraîche (lait) made from milk cream has been pasteurized to kill harmful bacteria such as Salmonella or Escherichia Coli making it safe for consumption.",Unknown,Unknown,Unknown
viande crue,[],[],Error: ,Unknown,Unknown,Unknown
"sale, iodato di potassio 0.0051%, agenti antiagglomeranti (E504, E535)",['sale'],[],Overall the product seems to be safe for consumption. Iodato di potassio 0.0051% is a harmless ingredient used as preservative and anti-caking agent.,Unknown,Unknown,Unknown
"CARATTERISTICHE PRODOTTO: gel a base di acqua di Arnica montana (98%) potenziato con glio io brasiliano molto ricco di caroteni) essenziale di timo, mentolo e con olio di buriti (un water-based gel (98%), enhanced with thym PRODUCT CHARACTERISTICS: Arnica montone sential oil, menthol and buriti oil (a Brazilian o y rich in carotenes) very WODO D'USO: per uso cutaneo, applicare il o le parte da traftare con un massaggio circolo o a completo assorbimento. HOW TO USE: apply the gel on the affected c nd continue to massage until fully absorbed. VERTENZE: solo per uso esterno. Non inge are il contatto con occhi, mucose e ferite op on utilizzare in caso di allergia all'Arric ontana, Olio di Buriti, Timo e Mentolo opp no qualsiasi degli eccipienti. Utilizzare solo T pecificatamente indicato. Tenere lontano calle tato dei bambini. In caso di inges sultare immediatamente il medico e mos ra chetta. ARNINGS: for external use only. Do low, avoid contact with eyes, mucous, mana and damaged skin or wounds. Do not usya allergic to Arnica Montana, Buriti Oil, y Menthol to any of this product's inde edients. When using this product use only c ded. Keep out of reach of children lowed, seek medical advice immediately a this label. GREDIENTS: ARNICA ARNICA MONTANA FOWS ER CARBOMER, MENTHOL, THYMUS VULGA ME FLOWER/LEAF OIL, TOCOPHEROL, ALE REXUOSA FRUIT OIL, PHENOXYETHANOL R UM SORBATE, BENZYL ALCOHOL AD SODIUM HYDROXIDE. ITALY OLOGICAMENTE TESTATO SU PELLI SENS OLOGICALLY TESTED ON SENSITIVE SON OU MINERALI, SILICONI, COLORANT MINERAL OILS, SILICONES, L variazione di colore ed odore & don da noturalità del prodotto donge in color and smell is due to the furalness of the product NICKEL TESTED X001EMT4WB","['Arnica montana', 'menthol']",[],"The ingredients in this gel are generally safe for external use. However, it is important to avoid contact with eyes and mucous membranes as well as damaged skin or wounds while using the product.",Unknown,Unknown,Unknown
