ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Lactose, huiles végétales (tournesol, palme interestérifiée, colza, coprah, tournesol (oléique), protéines de lactosérum partiellement hydrolysées, maltodextrine, minéraux (glycérophosphate de calcium, chlorures de calcium, de magnésium et de potassium, hydroxydes de potassium et de sodium ; citrate de sodium ; sulfate ferreux, de zinc, de cuivre et de manganèse ; iodure de potassium, sélénate de sodium), triglycérides à chaîne moyenne, huile de poisson, huile de Mortierrella alpina, vitamines (A, B1, B2, B3, B5, B6, B8, B9, B12, D, E, K), bitartrate de choline, inositol, antioxydants (palmitate de L-ascorbyle, extrait riche en tocophérols), L-Arginine, taurine, L-Carnitine, culture de Bifidus (B. lactis).","['huiles végétales', 'maltodextrine']",[],"This product contains some safe ingredients like vegetable oils and maltodextrose. However, it also includes lactose which can be harmful to people with dairy allergies or intolerances.",Unknown,Unknown,Unknown
"Suqar; glucose-fructose syrup; Wheat flour; Wheat starch; palm fat', dextrose; emursifier: mono - and diglycerides of fatty acids; gelatine; acid: (itri( acid; flavouring; fruit and plant concentrates: radish, blackcurrant, applet caramel syrup; (Olours: curcumin, copper compbxes chlorophyllins; glazing agent: white and yellow beeswax, carnauba wax. Best fore end ...(see Window on back of bag). Store away from heat and humidity.","['Suqar', 'Wheat flour', 'Dextrose']",[],"The ingredients appear to be safe for consumption. However, it's important to note that excessive intake of sugar and refined carbohydrates can lead to health issues such as obesity, diabetes, heart disease, etc.",Unknown,Unknown,Unknown
"farine de blé, farce à la crème au chocolat pasteurisé 14 % [sirop de glucose, eau, sucre, chocolat 8,0% (sucre, cacao maigre, beurre de cacao), dextrose, huile de tournesol, lait écrémé en poudre, alcool, arômes, stabilisant: pectine; conservateur: sorbate de potassium, sel], s arômes (contient alcool), lait écrémé en poudre. Peut contenir amandes, noisettes, noix, noix de cajou, noix de pécan, noix du Brésil, pistaches, noix de Macadamia et moutarde.","['farine de blé', 'lait écrémé en poudre']",[],"Overall, the product appears to be safe for consumption. However, individuals with allergies or intolerances should check if any of these potential allergenic ingredients are present in this recipe.",Unknown,Unknown,Unknown
"harina de _trigo_, azúcar, jarabe de glucosa y fructosa, Cuétara Oleoequilibre 7,6% (aceites vegetales de girasol alto oleico y palma), sal, gasificantes (carbonatos de sodio y de amonio), emulgente (lecitina), aromas y agente de tratamiento de la harina (_metabisulfito sódico_).","['harina de trigo', 'azúcar', 'jarabe de glucosa y fructosa']",[],"Overall, the ingredients seem to be safe for consumption. However, metabisulfito sódico should not exceed a certain amount in food products as it can cause allergic reactions and other health issues.",Unknown,Unknown,Unknown
"Tomates pelées 30%, poivrons rouges et verts préfrits 24% (poivrons verts 11%, poivrons rouges 11%, huile de tournesol), oignons préfrits 18% (oignons 16,2%, huile de tournesol), tomates pelées concassées au jus (tomates, jus de tomates, acidifiant : E330), olives vertes 7% (olives 6%, sel) eau, huile d'olive vierge extra, oignons, ail, arôme naturel, vinaigre de Xérès, sel, aromates, poivre, piment d'Espelette.","['Tomates pelées 30%', 'poivrons rouges et verts préfrits 24% (poivrons vertés 11%, poivrons rouges 11%)']",[],"Overall, the ingredients in this product seem to be safe for consumption. However, it's important to note that some people may have allergies or sensitivities to certain components such as tomatoes and onions.",Unknown,Unknown,Unknown
Isomalt E953,['Isomalt'],[],"Overall, this ingredient appears to be safe for consumption.",Unknown,Unknown,Unknown
Viande de génisse charolaise. Basses côtes.,['Viande'],[],"The ingredient 'Basse' is not safe as it could contain harmful bacteria such as Salmonella, Campylobacter and E.coli which can cause food poisoning.",Unknown,Unknown,Unknown
"Cooked brown rice (water, brown rice), spinach, cooked quinoa (water, quinoa), red peppers, water, dried cranberries (sugar, cranberries, sunflower oil), cooked red quinoa (water, red quinoa), red wine vinegar, less than 2% of canola oil, garlic, sugar, salt, mushroom powder, yeast extract, onion powder, natural flavor, black pepper, rice starch, basil, thyme.","['Cooked brown rice', 'Spinach', 'Quinoa', 'Red peppers', 'Water']",[],"Overall, this product appears to be safe for consumption. However, it is important to note that the dried cranberries may contain high levels of sugar and could potentially contribute to a diet with too much added sugars.",Unknown,Unknown,Unknown
"Peanuts, kaffir lime leaves, sugar lemongrass, salt, cayenne, citric acid","['kaffir lime leaves', 'sugar lemongrass']",[],"Overall the product appears to be safe for consumption. However, individuals with allergies or intolerances should exercise caution when consuming peanuts and cayenne.",Unknown,Unknown,Unknown
"_Lait_ entier fermier*, _œufs_ entiers*, farine de _froment_*, sucre de canne*, eau, huile de tournesol*, sel de Guérande. *Biologique.","['Lait', 'oeuvres', 'farine fromente', 'sucre cane']",[],"Overall, this product appears to be safe for consumption. The ingredients listed are common and widely used in food production without any known harmful effects.",Unknown,Unknown,Unknown
"wheat flour, coconut and palm oil, dried cheese preparation [gouda and edam cheeses (milk, microbial enzyme, bacterial clultlire","['wheat flour', 'coconut and palm oil']",[],"Overall this product appears to be safe for consumption. Wheat is a common grain that can cause allergic reactions in some people, but it's not inherently harmful when consumed as part of a balanced diet. Coconut and palm oil are both healthy sources of saturated fats which have been shown to increase cholesterol levels if eaten excessively.",Unknown,Unknown,Unknown
"Viande et gras de boeuf, viande d'agneau, eau, sel, épices et plantes aromatiques, LACTOSE, dextrose, correcteurs d'acidité: E282, E331, arômes naturels, antioxydants: E300, E301, colorant E120 Boyaux naturels de mouton","['Viande et gras de boeuf', ""viande d'agneau""]",[],"The ingredients seem to be safe for consumption. However, it is important to note that LACTOSE and DEXTROSE may cause allergic reactions in some people.",Unknown,Unknown,Unknown
"Sugar, cherry (35%), water, thickener - pectin, sourness regulating substance - citric acid. 55 g of sugar in 100 g of product.","['water', 'thickener-pectin']",[],"This food appears to be safe for consumption, as all ingredients are commonly used in the production of foods and have been approved by regulatory agencies. The sugar content is relatively low at 55g per 100g product.",Unknown,Unknown,Unknown
"_lait_ bio cru de vache, sel, _ferments_, présure","['Lactose', 'Sodium']",[],"Overall this product seems safe to consume as it contains only two common and widely used food additives, lactose (a type of milk sugar) which is generally well tolerated by most people but may cause digestive issues in some individuals who are intolerant or allergic. Sodium also has a long history of use for preservation purposes.",Unknown,Unknown,Unknown
"Semoule de blé dur cuite 49%, légumes 31% (tomates, oignons, maïs, poivrons), huile de colza, vinaigre de vin, raisins secs, épices, condiment en poudre, jus de citron concentré, sel de cuisine, extraits d'épices, fines herbes.","['Semoule de blé dur cuite', 'légumes (tomates, oignons, maïz, poivrons)', 'huile de colza', 'vinaigre de vin', 'raisins secs']",[],"Overall the ingredients in this product seem safe to consume. However it is important for individuals with allergies or intolerances of certain components such as wheat, soybeans and nuts should exercise caution before consuming.",Unknown,Unknown,Unknown
"salt, paprika, sugar, brown sugar, chili pepper, dried garlic, dried onion, cayenne pepper maltodextrin, black pepper, silicon diokide (to prevent caking), white distilled vinegar, natural flavor rosemary extract and green tea extract (antioxidats)","['sugar', 'brown sugar']",[],"Overall, the ingredients seem safe for consumption. However, it is important to note that consuming too much salt and spicy foods may lead to negative health effects such as high blood pressure or heartburn.",Unknown,Unknown,Unknown
"CARNE DI SUINO, SALE, SPEZIE, DESTROSIO. CONSERVANTE: E250, ANTIOSSIDANTE: E301.",[],"['CARNE DI SUINO', 'SALE']","The product contains potentially harmful ingredient CARNE DI SUINO and SALE. The preservative E250 is generally safe for consumption, but the antioxidant E301 may have potential side effects in high doses.",Unknown,Unknown,Unknown
"KOKOS PRALINEN, ÜBERZ0GEN MIT MILCHSsCHOKOLADE zUTATEN: Milchschokolade 40% Kakao mindestens (Rohrzucker, Kakaobutter Vollmilchpulver&quot;, Kakaomasse&quot;), Kokosraspeln: 26%, Weizensirup&quot;, weiße Schokolade (Rohrzucker&quot;, Kakaobutter Vollmilchpulver&quot;). Kann Spuren von Erdnüssen, Nüssen und Sesamsamen enthalten. Aus kontrolliert ökologischer Landwirtschaft.","['KOKOS PRALINEN', 'ÜBERZ0GEN MIT MILCHSsCHOKOLADE zUTATEN: Milchschokolade 40% Kakao mindestens (Rohrzucker, Kakaobutter Vollmilchpulver&quot;, Kakaomasse&quot;}],   ', 'general_health_assessment', 'A brief overall health assessment based on the ingredients.']",[],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"magsforstarker (1621, 1635) LKSPULVER (MALK), iegpulver, hvidie pulver, aromaer, farvestof (paprikackstrakt), syre (citronsyre), Opbevaring Tert og ikke for varmt Bedst ter Se forsiden, MAIZE SNACK WITH CHEESE FLAVOUR F635), MAGERMILCHPULVER (MILCH), Zwiebelpulver, Knoblauchpulver, Aromen, Farbstoff (Paprikaextrakt), Säuerungsmittel (Zitronensäure), Lagerung: Trocken und nicht zu warm, Mindestens haltbar bis: Siehe Vorderseite, SNACK DE MAIZ CON SABOR A QUESO Ingredientes: 53% harina de maiz, 27% aceite de girasol, 11% QUESO EN POLVO (del cual, 50% QUESO CHEDDAR) (LECHE), sal, dextrosa, tomate en polvo, potenciador del sabor (E621, E635), SUERO LACTEO EN POLVO (LECHE), cebolla y ajo en polvo, aromas, colorante (extracto de pimiento), acidulate (acido cítrico), Conservar: En lugar fresco y seco, A consumir preferentemente antes del: Ver delantera del envase, NETTOVÆGT/ NET WEIGHT/ NETTOGEWICHT/ PESO NETO: 135g e","['magsforstarker (1621)', 'LKSPULVER', 'iegpulver', 'hvidie pulver']",[],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"Heumilch, Speisesalz, tierisches Lab Käsereikulturen.",[],"['Heumilch', 'Speisen']","The ingredients Heumilch and Speisesalz are potentially harmful as they may contain high levels of sodium which can lead to hypertension, heart disease or stroke. Tierisches Lab Käsereikulturen is safe for consumption.",Unknown,Unknown,Unknown
_Lait_ entier UHT stérilisé.,"['lactose', 'calcium carbonate']",[],"Overall, this product appears to be safe for consumption as it contains only two ingredients: lactose and calcium carbonate. Lactose is a common dairy ingredient that can cause digestive issues in some people who are intolerant of milk products. However, if you do not have any known sensitivity or allergy to lactose, this product should be safe for consumption.",Unknown,Unknown,Unknown
"TOFU (apă, SOIA boabe), saramură (apă, sare). 100g de tofu se obtin din 90g de SOIA boabe.","['TOFU', 'saramura']",[],Both TOFU and saramură are safe to consume as they do not contain any harmful ingredients.,Unknown,Unknown,Unknown
"Whole grain oat flour (includes the oat bran), wheat starch, sugar, modified cornstarch, oat fiber, salt, oat extract, calcium carbonate, dicalcium phosphate, tripotassium phosphate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), niacinamide, vitamin e (mixed tocopherols) added to preserve freshness, vitamin a palmitate, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamine mononitrate (vitamin b1), folic acid, vitamin d, vitamin b12.","['Whole grain oat flour', 'Wheat starch']",[],"Overall the product appears to be safe for consumption as it contains whole grains and nutrients. However, individuals with gluten sensitivity or celiac disease should exercise caution when consuming wheat starch.",Unknown,Unknown,Unknown
"Amande. Peut contenir noisette, arachide et autres fruits à coque.","['Amandes', 'Noix']",[],"The product contains nuts, which can be harmful to people with allergies. However, the other listed ingredient is safe.",Unknown,Unknown,Unknown
"Viande de porc (origine : UE) - sel - _lactose_ - poivre - sucre - dextrose - ail - muscade - antioxydant : acide ascorbique - conservateurs : nitrite de sodium, nitrate de potassium - ferments - boyau naturel de porc. Poudre de fleurage : talc - carbonate de calcium. 144 g de viande de porc mise en oeuvre pour l'élaboration de 100 g de saucisson sec.","['Viande de porc (origine : UE)', '_lactose', 'poivre', 'sucrage', 'dextrose']",[],"Overall, the ingredients in this product are generally safe to consume. However, individuals with lactose intolerance may need to avoid or limit their consumption of dairy products such as _lactose_. Additionally, excessive sugar and dextrose can contribute to weight gain if consumed in large amounts.",Unknown,Unknown,Unknown
"Tomato puree (water, tomato paste), water, meatballs (beef, pork, water, breadcrumbs (enriched wheat flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], dextrose, salt, yeast, soybean oil), textured soy protein (soy flour, caramel color), soy protein concentrate, salt, soy protein isolate, potassium chloride, natural flavor, spice extract, caramel color), enriched pasta product (wheat flour, tricalcium phosphate, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, vitamin d), high fructose corn syrup, enriched pasta product (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), contains 2% or less of: salt, modified corn starch, potassium chloride, natural flavor, citric acid, enzyme modified cheddar cheese (cheddar cheese, [pasteurized milk, cheese cultures, salt, enzymes] water, salt, disodium phosphate, sodium citrate, nonfat dry milk, natural flavor), onion powder, ascorbic acid, garlic powder, beta carotene (color).","['Tomato puree', 'water']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that high fructose corn syrup and enriched pasta products may not provide much nutritional value.",Unknown,Unknown,Unknown
"Kartoffeln, Sonnenblumenöl (30 %), Speisesalz, Süßmolkenpulver, Meersalz, Dextrose, Zucker, Zwiebelpulver, Knoblauchpulver, Petersilie, Thymian, Rosmarin, natürliches Aroma.","['Kartoffeln', 'Sonnenblumenöl (30 %)', 'Speisesalz']",[],"Overall, the ingredients appear to be safe for consumption. However, it's important to note that some people may have allergies or intolerances to certain components such as gluten in flour-based products like Süßmolkenpulver and Zucker.",Unknown,Unknown,Unknown
"Weizenmehl, Wasser, Speisesalz, Weizenfermentvorteig (Weizenkeimmehl, Traubenzucker, Rapsöl), Hefe","['Wasser', 'Speizesalt']",[],"The product appears to be safe for consumption. However, it is important to note that this analysis only considers the safety of these specific ingredients and does not account for potential allergies or other individual health concerns.",Unknown,Unknown,Unknown
"Kartoffeln, Kurkuma, Jodsalz (Salz, Kaliumjodat), Emulgator Mono - und Diglyceride von Speisefettsäuren, Stabilisator Dinatriumdiphosphat, Antioxidationsmittel (Ascorbinsäure, _Natriummetabisulfit_, Extrakt aus Rosmarin)","['Kartoffeln', 'Jodsalz']",[],"Overall, the ingredients appear to be safe for consumption. However, it's important to note that some people may have allergies or intolerances to certain components of these products.",Unknown,Unknown,Unknown
"Les baies d'açaï sont traitées immédiatement après la cueillette, À la pointe de la technique, le processus de lyophilisation rapide et respectueux du produit utilisé préserve les pouvoirs de la baie d'açaï. la poudre d'une couleur pourpre sert à agrémenter des desserts, des mueslis et pour Préparer des smoothies. Le goût rappelle celui du cacao.","[""Les baies d'açaï"", 'poudre']",[],"Overall, the product appears to be safe for consumption. The açai berries are immediately treated after collection and processed using advanced techniques that preserve their nutritional benefits. However, it is important to note that excessive intake of any food or drink can have negative health effects.",Unknown,Unknown,Unknown
"Viande de porc, gras de porc, foie de porc (14%), oignons, conservateur E250, dextrose, poivre, arômes, émulsifiants E450-E451, persil, sel, antioxydants E300-E301","['Viande de porc', 'Gras de porc']",[],"The product contains pork meat, which is generally safe to consume. However, it also includes foie gras (14%), a liver that has been fattened through force-feeding of ducks or geese and may contain harmful levels of fatty acids for some people. It's important to note the potential health risks associated with consuming large amounts of saturated fats, which can increase cholesterol levels in your bloodstream. Additionally, it contains preservatives (conservateur E250) and emulsifiers that may have negative effects on overall health when consumed excessively.",Unknown,Unknown,Unknown
"BUTANE, ALCOHOL DENAT, TRETHIL CITRATE, PARFUM/FRAGRANCE, VANILLA TAHITENSIS FRUIT EXTRACT, AQUA / WATER, CITRIC ACID, GLYCERIN, COUMARAIN, LIMONENE, LINALOOL, POTASSI M SORBATE, SODIUM BENZOATE FIL C23616), BIEN AGITER AVANT L 'IITILISATIN",[],"['BUTANE', 'ALCOHOL DENAT']",The ingredients BUTANE and ALCOHOL DENAT are potentially harmful. It is important to avoid consuming products that contain these chemicals.,Unknown,Unknown,Unknown
"Sucre, sirop de glucose, farine de _blé_, acidifiants : acide citrique et acide malique, graisse de palme, sucres extraits de fruits (fructose - glucose - saccharose), dextrose, correcteur d'acidité: malates de sodium, fécule de pomme de terre, gélatine de porc, arômes naturels, émulsifiant : mono - et diglycérides d'acides gras, concentrés de radis - de spiruline - de carotte - de pomme - de cassis et d'hibiscus, colorants : lutéine et curcumine.","['Sucre', 'sirop de glucose']",[],"Overall, the product appears to be safe for consumption as all of its ingredients are commonly used in food products and do not have any known harmful effects when consumed. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and diabetes.",Unknown,Unknown,Unknown
"Sucre, farine de froment, pâte de cacao, graisse/huile végétale non hydrogénée (palme, coco), beurre de cacao, maltodextrine, sirop de glucose, beurre, dextrose, noisettes, lait écrémé en poudre, beurre concentré, cacao maigre en poudre, sirop de sucre inverti, sel de cuisine, sérum de lait, émulsifiant (lécithines (soja)), lait entier en","['Sucre', 'farine de froment']",[],"The product contains refined sugars and wheat flour, which are not harmful in moderate amounts. However, individuals with allergies to these should avoid consuming this product.",Unknown,Unknown,Unknown
